repo_name,problems_total,critical_issues,high_issues,moderate_issues,low_issues,problems
dabeaz_curio,597,0,96,478,0,"[('Single quoted docstring', 274), ('Unsatisfied package requirements', 93), ('Accessing a protected member of a class or a modul', 54), ('Shadowing names from outer scopes', 53), ('Unused local symbols', 26), ('Shadowing built-in names', 14), ('PEP 8 naming convention violation', 12), ('An instance attribute is defined outside `__init__', 10), ('Method is not declared static', 9), ('Unbound local variables', 8), ('Redundant parentheses', 6), ('Incorrect type', 5), ('queue.py                                          Unresolved references', 4), ('twistecho.py                                      Unresolved references', 3), ('curio_subprocess.py                               Unresolved references', 3), ('Unreachable code', 3), ('gevsslecho.py                                     Unresolved references', 2), ('socket.py                                         Unresolved references', 2), ('udp_echo.py                                       Unresolved references', 2), ('The default argument is mutable', 2), ('Too complex chained comparisons', 2), ('Unclear exception clauses', 2), ('pinger.py                                         Unresolved references', 1), ('conf.py                                           Unresolved references', 1), ('curiostream.py                                    Unresolved references', 1), ('chat.py                                           Unresolved references', 1), ('echoserv.py                                       Unresolved references', 1), ('ssl_echo.py                                       Unresolved references', 1), ('zmq_rpcclient.py                                  Unresolved references', 1), ('Improper first parameter', 1), ('Duplicated code fragment', 1)]"
dariuszseweryn_RxAndroidBle,0,0,0,0,0,[]
davidstutz_bootstrap-multiselect,217,0,210,7,0,"[('Equality operator may cause type coercion', 61), ('Unused local symbol', 58), ('JQuery selector can be optimized', 40), ('Assignment used as condition', 13), ('Duplicate declaration', 10), ('Mismatched JSDoc and function signature', 8), ('Unnecessary semicolon', 7), ('Deprecated symbol used', 6), ('Unused assignment', 3), ('Comma expression', 2), (""Fallthrough in 'switch' statement"", 2), ('Potentially invalid constructor usage', 2), ('Referencing mutable variable from closure', 2), ('Variable is assigned to itself', 1), ('Void function return value used', 1), ('Implicitly declared global JavaScript variable', 1)]"
elastic_beats,7189,82,5194,1913,0,"[('Unhandled error', 2338), ('Deprecated element', 1116), ('Unused parameter', 469), ('Imported package name as a name identifier', 435), ('Mixed value and pointer receivers', 300), ('Redundant type conversion', 292), ('Comment of exported element starts with the incorr', 276), ('Redundant types in composite literals', 254), ('Error string should not be capitalized or end with', 238), ('Usage of Snake_Case', 167), ('Unused exported function', 154), ('Empty slice declared using a literal', 129), ('Name starts with a package name', 111), ('Potential nil dereference', 95), (""Incorrect usage of 'fmt.Printf' and 'fmt.Println'"", 88), ('Hardcoded passwords', 82), ('Direct comparison of errors', 76), ('Unused constant', 74), ('Error may be not nil', 65), ('Reserved word used as name', 58), ('Unused global variable', 54), ('Constant condition', 44), ('Receiver has a generic name', 39), ('Unexported return type of the exported function', 33), ('Redundant import alias', 28), ('Redundant parentheses', 28), (""Missing 'case' statements for 'iota' consts in 'sw"", 24), ('Type assertion on errors fails on wrapped errors', 23), ('Bool condition', 20), ('Unused function', 19), ('Type can be omitted', 18), (""'defer' in the loop"", 17), ('Unused type', 10), ('Unreachable code', 4), ('Unused exported type', 3), ('Malformed build tag', 3), ('Vulnerable declared dependency', 2), ('Duplicate character in character class', 1), ('Single character alternation', 1), ('Assignment to a receiver', 1)]"
exercism_website-copy,0,0,0,0,0,[]
felangel_bloc,0,0,0,0,0,[]
google_blockly,12,582,445,86,0,"[('ESLint', 581), ('Mismatched JSDoc and function signature', 103), ('Unused local symbol', 81), ('Duplicate declaration', 74), ('Syntax errors and unresolved references in JSDoc', 65), ('Result of method call returning a promise is ignor', 35), ('Deprecated symbol used', 33), ('Assignment used as condition', 27), ('Unnecessary semicolon', 18), ('Unsound type guard check', 18), ('Unused assignment', 18), ('Pointless statement or boolean expression', 14), ('Field can be readonly', 11), ('Import can be shortened', 6), ('Incorrect usage of JSDoc tags', 6), ('Abstract class constructor can be made protected', 6), ('Redundant local variable', 6), ('Suspicious variable/parameter name combination', 3), ('Redundant character escape', 3), ('Duplicated code fragment', 3), ('Single character alternation', 2), ('Unnecessary non-capturing group', 2), ('Attempt to assign to const or readonly variable', 1), ('Exception used for local control-flow', 1), ('Inaccessible @private and @protected members refer', 1), (""Loop statement that doesn't loop"", 1), ('Referencing mutable variable from closure', 1), ('Reserved word used as name', 1), ('Suspicious back reference', 1), (""Unnecessary 'return' statement"", 1), ('Use of possibly unassigned property in a static in', 1), ('Implicitly declared global JavaScript variable', 1)]"
google_blockly-games,6,0,523,1097,0,"[('Expression statement which is not assignment or ca', 1081), ('Unused local symbol', 322), ('Syntax errors and unresolved references in JSDoc', 165), ('Deprecated symbol used', 16), ('Inaccessible @private and @protected members refer', 8), ('Incorrect usage of JSDoc tags', 7), ('Variable is assigned to itself', 6), ('Redundant character escape', 4), ('Assignment used as condition', 2), ('Comma expression', 2), ('Duplicate declaration', 2), ('Exception used for local control-flow', 2), (""Unnecessary 'continue' statement"", 2), ('Unused assignment', 2), ('Undefined property assignment', 2), ('Equality operator may cause type coercion', 1), ('Mismatched JSDoc and function signature', 1), ('Mismatched query and update of collection', 1)]"
google_brotli,0,0,0,0,0,[]
greenrobot_EventBus,0,0,0,0,0,[]
gunthercox_ChatterBot,439,0,247,168,0,"[('Unsatisfied package requirements', 162), ('Consecutive spaces', 135), ('PEP 8 naming convention violation', 43), ('Incorrect docstring', 14), ('An instance attribute is defined outside `__init__', 13), ('Unused local symbols', 12), ('Redundant parentheses', 10), ('Incorrect type', 7), ('Incorrect call arguments', 6), ('0001_initial.py                                                   Unresolved references', 4), ('test_chatterbot_settings.py                                       Unresolved references', 4), ('Method is not declared static', 4), ('0008_update_conversations.py                                      Unresolved references', 3), ('0013_change_conversations.py                                      Unresolved references', 3), ('0017_tags_unique.py                                               Unresolved references', 3), ('apps.py                                                           Unresolved references', 2), ('0014_remove_statement_extra_data.py                               Unresolved references', 2), ('manage.py                                                         Unresolved references', 2), ('Unbound local variables', 2), ('Shadowing built-in names', 2), ('Unclear exception clauses', 2), ('test_example.py                                                   Unresolved references', 1), ('Single character alternation', 1), ('Improper first parameter', 1), ('Shadowing names from outer scopes', 1)]"
h2non_bimg,130,0,109,21,0,"[('Unhandled error', 51), ('Unused constant', 24), ('Deprecated element', 14), ('Unused exported function', 8), ('Comment of exported element starts with the incorr', 8), ('Error string should not be capitalized or end with', 8), ('Imported package name as a name identifier', 4), ('Unused parameter', 3), ('Redundant type conversion', 3), (""'defer' in the loop"", 2), ('Bool condition', 1), ('Constant condition', 1), ('Error may be not nil', 1), ('Reserved word used as name', 1), ('Unused function', 1)]"
heroku_heroku-buildpack-nodejs,42,1,41,0,0,"[('Unused local symbol', 25), ('Equality operator may cause type coercion', 12), ('Inconsistent tsconfig.json properties', 2), ('Syntax errors and unresolved references in JSDoc', 2), ('Vulnerable declared dependency', 1)]"
heroku_heroku-buildpack-ruby,0,0,0,0,0,[]
hhxsv5_laravel-s,704,21,612,2,0,"[('Undefined class', 352), ('Undefined namespace', 126), ('Undefined function', 75), ('Undefined method', 37), ('Missing return type declaration', 30), ('Undefined constant', 21), ('Fully qualified name usage', 16), ('Expression result unused', 12), ('Extension is missing in composer.json', 8), (""Missing property's type declaration"", 7), ('Undefined property', 6), (""'isset' can be replaced with coalesce"", 6), ('Parameter type', 3), ('Strict comparison of operands with incompatible ty', 2), ('Invalid function result used', 1), (""'str*()' calls can be replaced with PHP 8 'str_*()"", 1), ('Type cast is unnecessary', 1)]"
hibernate_hibernate-orm,601,0,1149,93,0,"[('Nullability and data flow problems', 534), ('Deprecated API usage', 184), ('Constant values', 173), ('Usage of API marked for removal', 151), ('Non-safe string is used as SQL', 106), (""'@Serial' annotation can be used"", 66), ('Class is exposed outside of its visibility scope', 54), (""AutoCloseable used without 'try'-with-resources"", 47), ('Unchecked warning', 47), ('Unused assignment', 39), ('Statement with empty body', 33), (""Field may be 'final'"", 22), ('Commented out code', 22), ('Result of method call ignored', 19), ('@NotNull/@Nullable problems', 18), ('Suspicious variable/parameter name combination', 16), ('Javadoc declaration problems', 12), (""Call to 'list.containsAll(collection)' may have po"", 10), ('Non-constant string concatenation as argument to l', 10), ('Copy constructor misses field', 9), (""'if' statement with identical branches or common p"", 9), ('Deprecated member is still used', 9), (""'Optional' used as field or parameter type"", 8), ('Magic constant', 8), ('Unnecessary modifier', 8), ('Duplicated code fragment', 8), ('Optional.get() is called without isPresent() check', 7), ('Suspicious collection method call', 6), ('Type parameter hides visible type', 6), (""'size() == 0' can be replaced with 'isEmpty()'"", 6), ('Declaration has problems in Javadoc references', 6), (""Redundant 'isInstance()' or 'cast()' call"", 6), (""'Collection.toArray()' call style"", 5), (""Call to 'equals()' or 'hashCode()' on 'URL' object"", 5), ('Field can be local', 5), ('Method is identical to its super method', 5), ('EntityManagerFactoryBuilderImpl.java                                         Java sanity', 4), ('PersistenceXmlParser.java                                                    Java sanity', 4), ('OrderByFragmentTranslator.java                                               Java sanity', 4), ('ParseTreeVisitor.java                                                        Java sanity', 4), ('DiscriminatorPersistentEntity.java                                           Java sanity', 4), ('Join.java                                                                    Java sanity', 4), ('ManyToOneAttribute.java                                                      Java sanity', 4), ('TypeSpecification.java                                                       Java sanity', 4), ('TransformHbmXmlTask.java                                                     Java sanity', 4), ('AnnotationMetaEntity.java                                                    Java sanity', 4), ('XmlParserHelper.java                                                         Java sanity', 4), ('Validation.java                                                              Java sanity', 4), ('JpaDescriptorParser.java                                                     Java sanity', 4), ('XmlMetaEntity.java                                                           Java sanity', 4), ('Catch block may ignore exception', 4), ('Confusing argument to varargs method', 4), ('Loop statement that does not loop', 4), ('Reflective access across modules issues', 4), ('String concatenation in loop', 4), ('Access static member via instance reference', 4), ('Redundant type cast', 4), ('Method can be extracted', 4), (""'equals()' method that does not check the class of"", 3), ('Instantiation of utility class', 3), ('Possibly lossy implicit cast in compound assignmen', 3), (""String comparison using '==', instead of 'equals()"", 3), (""Suspicious 'InvocationHandler' implementation"", 3), (""Minimum 'switch' branches"", 3), ('Unnecessary semicolon', 3), ('EmbeddableMapping.java                                                       Java sanity', 2), ('GraphParser.java                                                             Java sanity', 2), ('JoinedSubclassPersistentEntity.java                                          Java sanity', 2), ('PersistentEntity.java                                                        Java sanity', 2), (""'equals()' between objects of inconvertible types"", 2), ('Bulk operation can be used instead of iteration', 2), ('Duplicate condition', 2), ('Manual array copy', 2), ('Method does not call super method', 2), ('Mismatched query and update of collection', 2), (""Redundant 'Collection.addAll()' call"", 2), (""Suspicious 'Collection.toArray()' call"", 2), ('Unstable API Usage', 2), (""Usage of service not declared in 'module-info'"", 2), ('Non-distinguishable logging calls', 2), ('Optional call chain can be simplified', 2), ('Redundant local variable', 2), ('StaticClassLists.java                                                        Java sanity', 1), (""'List.remove()' called in loop"", 1), (""'assert' statement with side effects"", 1), (""'default' not last case in 'switch'"", 1), (""'finally' block which can not complete normally"", 1), (""'throw' inside 'finally' block"", 1), ('Busy wait', 1), ('Class extends annotation interface', 1), ('Manual array to collection copy', 1), ('Mismatched read and write of array', 1), (""Number comparison using '==', instead of 'equals()"", 1), ('Pattern variable hides field', 1), ('Simplifiable conditional expression', 1), (""Suspicious 'Comparator.compare()' implementation"", 1), ('Synchronization on local variable or method parame', 1), (""'while' can be replaced with 'do while'"", 1), (""Call to 'Arrays.asList()' with too few arguments"", 1), ('Link specified as plain text', 1), (""Redundant 'if' statement"", 1), (""Duplicate branches in 'switch'"", 1), (""Non-strict inequality '>=' or '<=' can be replaced"", 1)]"
http4s_http4s,0,0,0,0,0,[]
jakubgarfield_Bonobo-Git-Server,0,0,0,0,0,[]
jarun_buku,273,0,82,171,0,"[('Unsatisfied package requirements', 33), ('Incorrect type', 25), ('Method is not declared static', 25), ('Redundant parentheses', 25), ('Unused local symbols', 25), ('The default argument is mutable', 18), ('Shadowing built-in names', 14), ('Unclear exception clauses', 14), ('Accessing a protected member of a class or a modul', 10), ('Shadowing names from outer scopes', 10), ('Single quoted docstring', 10), ('Unbound local variables', 9), ('Incorrect docstring', 9), ('PEP 8 naming convention violation', 9), ('forms.py                                                 Unresolved references', 4), ('response.py                                              Unresolved references', 4), ('server.py                                                Unresolved references', 4), ('flask_reverse_proxy_fix.py                               Unresolved references', 4), ('__init__.py                                              Unresolved references', 4), ('Vulnerable declared dependency', 4), ('Attempt to call a non-callable object', 3), ('An instance attribute is defined outside `__init__', 3), ('Errors in string formatting operations', 2), ('Duplicate branch in alternation', 1), ('First argument of the method is reassigned', 1), (""Missed call to '__init__' of the super class"", 1), ('Unreachable code', 1), ('Non-optimal list declaration', 1), ('Duplicated code fragment', 1)]"
jashkenas_underscore,469,349,113,4,0,"[('ESLint', 349), ('Primitive type object wrapper used', 56), ('Syntax errors and unresolved references in JSDoc', 15), ('Pointless statement or boolean expression', 10), ('Equality operator may cause type coercion', 8), ('Mismatched JSDoc and function signature', 6), ('Single character alternation', 5), ('Consecutive commas in array literal', 3), ('Deprecated symbol used', 3), ('Redundant character escape', 3), ('Comma expression', 2), ('Duplicate declaration', 2), (""'throw' inside 'finally' block"", 1), ('Assignment used as condition', 1), ('Exception used for local control-flow', 1), ('Mismatched query and update of collection', 1), ('Suspicious variable/parameter name combination', 1), ('Unused assignment', 1), ('Implicitly declared global JavaScript variable', 1)]"
jenkinsci_bitbucket-branch-source-plugin,161,0,112,4,0,"[(""AutoCloseable used without 'try'-with-resources"", 39), ('Constant values', 19), (""'@Serial' annotation can be used"", 15), ('Nullability and data flow problems', 12), ('Malformed format string', 9), ('Deprecated API usage', 8), ('@NotNull/@Nullable problems', 5), ('BitbucketGitSCMRevision.java                                                          Java sanity', 4), ('FallbackToOtherRepositoryGitSCMExtension.java                                         Java sanity', 4), ('PullRequestSCMHead.java                                                               Java sanity', 4), ('PullRequestSCMRevision.java                                                           Java sanity', 4), (""Non-serializable class with 'serialVersionUID'"", 4), ('BitbucketGitSCMBuilder.java                                                           Java sanity', 3), ('Declaration has problems in Javadoc references', 3), ('Duplicated code fragment', 3), ('Busy wait', 2), (""Call to 'list.containsAll(collection)' may have po"", 2), ('Class is exposed outside of its visibility scope', 2), ('Mismatched query and update of collection', 2), (""Redundant 'Collection.addAll()' call"", 2), ('Unused assignment', 2), ('BitbucketAuthenticator.java                                                           Java sanity', 1), ('Catch block may ignore exception', 1), ('Copy constructor misses field', 1), (""Inner class may be 'static'"", 1), ('Manual array to collection copy', 1), ('Synchronization on a non-final field', 1), ('Logger initialized with foreign class', 1), ('Concatenation with empty string', 1), (""Redundant 'if' statement"", 1), ('Redundant local variable', 1), ('Redundant type arguments', 1), ('Redundant type cast', 1), ('Method can be extracted', 1)]"
kartik-v_bootstrap-fileinput,197,0,178,19,0,"[('Equality operator may cause type coercion', 81), ('Duplicate declaration', 31), ('Unused local symbol', 26), ('Void function return value used', 10), ('Deprecated symbol used', 8), ('Assignment used as condition', 6), ('Infinite recursion', 5), ('Unused assignment', 5), ('Comparison of expressions having incompatible type', 4), ('Expression statement which is not assignment or ca', 4), (""'throw' inside 'finally' block"", 2), ('Comma expression', 2), ('Mismatched JSDoc and function signature', 2), ('Syntax errors and unresolved references in JSDoc', 2), ('Result of method call returning a promise is ignor', 2), ('Bitwise operator usage', 1), ('Mismatched query and update of collection', 1), (""Potentially invalid reference to 'this' from closu"", 1), ('Single character alternation', 1), (""Unnecessary 'return' statement"", 1), ('Unnecessary non-capturing group', 1), ('Implicitly declared global JavaScript variable', 1), ('Redundant local variable', 1)]"
lets-blade_blade,150,0,102,20,0,"[('Nullability and data flow problems', 19), ('Constant values', 17), ('Vulnerable declared dependency', 11), ('Unused assignment', 9), ('Javadoc declaration problems', 8), ('Magic constant', 6), ('Statement with empty body', 6), ('String concatenation in loop', 6), ('Non-distinguishable logging calls', 6), ('Duplicate character in character class', 5), (""AutoCloseable used without 'try'-with-resources"", 4), ('Possibly lossy implicit cast in compound assignmen', 4), (""Call to 'printStackTrace()'"", 4), (""Field may be 'final'"", 4), (""'size() == 0' can be replaced with 'isEmpty()'"", 3), (""Standard 'Charset' object can be used"", 3), ('Catch block may ignore exception', 2), ('Caught exception is immediately rethrown', 2), ('Class is exposed outside of its visibility scope', 2), ('Unstable API Usage', 2), (""'if' statement with identical branches or common p"", 2), ('Non-constant string concatenation as argument to l', 2), ('Redundant character escape', 2), ('Bulk operation can be used instead of iteration', 1), ('Busy wait', 1), (""Call to 'System.getProperty(str)' could be simplif"", 1), (""Cloneable class without 'clone()' method"", 1), ('Confusing argument to varargs method', 1), ('Copy constructor misses field', 1), (""Inner class may be 'static'"", 1), ('Number of placeholders does not match number of ar', 1), ('Optional.get() is called without isPresent() check', 1), ('Result of method call ignored', 1), ('Shift operation by inappropriate constant', 1), (""String concatenation as argument to 'StringBuilder"", 1), (""Suspicious 'Comparator.compare()' implementation"", 1), ('Suspicious collection method call', 1), ('Unnecessary non-capturing group', 1), ('Use of Optional.ofNullable with null or not-null a', 1), ('Write-only object', 1), (""'String.equals()' can be replaced with 'String.isE"", 1), ('Unchecked warning', 1), ('Duplicated code fragment', 1), ('Regular expression can be simplified', 1)]"
malwaredllc_byob,122,27,9969,303,0,"[('Equality operator may cause type coercion', 3923), ('Unused local symbol', 1796), ('Comma expression', 1376), ('Duplicate declaration', 631), ('Mismatched JSDoc and function signature', 401), ('Unused assignment', 382), ('Unnecessary semicolon', 165), ('Deprecated symbol used', 163), ('Unnecessary non-capturing group', 145), ('JQuery selector can be optimized', 140), ('Potentially invalid constructor usage', 124), (""Potentially invalid reference to 'this' from closu"", 121), ('Single character alternation', 114), ('Bitwise operator usage', 113), ('Redundant character escape', 106), ('Assignment used as condition', 101), ('Referencing mutable variable from closure', 86), ('Syntax errors and unresolved references in JSDoc', 67), ('Implicitly declared global JavaScript variable', 57), ('Expression statement which is not assignment or ca', 53), ('ESLint', 27), ('Duplicate character in character class', 27), ('Primitive type object wrapper used', 24), ('Unreachable code', 24), ('Suspicious variable/parameter name combination', 22), ('Pointless statement or boolean expression', 19), (""Unnecessary 'return' statement"", 17), (""'this' expression which references the global obje"", 16), ('Inaccessible @private and @protected members refer', 16), ('Incorrect usage of JSDoc tags', 15), ('Void function return value used', 14), (""Fallthrough in 'switch' statement"", 12), ('Unnecessary label', 12), ('Mismatched query and update of collection', 9), (""Object is 'null' or 'undefined'"", 9), (""Redundant '\\d', '[:digit:]', or '\\D' class element"", 9), ('Begin or end anchor in unexpected position', 8), (""Loop statement that doesn't loop"", 8), (""Unnecessary label on 'continue' statement"", 8), ('Comparison of expressions having incompatible type', 7), ('Result of method call returning a promise is ignor', 7), (""Unnecessary 'continue' statement"", 6), ('Redundant type arguments', 6), ('Duplicated code fragment', 5), ('Variable is assigned to itself', 4), ('Redundant local variable', 4), ('Suspicious back reference', 3), ('Unsound type guard check', 3), ('Redundant conditional expression', 3), ('Constant conditional expression', 2), ('Exception used for local control-flow', 2), ('Regular expression can be simplified', 2), (""'typeof' comparison with non-standard value"", 1), ('Duplicate branch in alternation', 1), ('Infinite loop statement', 1), (""Variable is declared and being used in different '"", 1), ('Missing await for an async function call', 1), (""Redundant 'if' statement"", 1), ('Statement with empty body', 1)]"
marionettejs_backbone.marionette,122,95,22,5,0,"[('ESLint', 95), ('Unused local symbol', 17), ('Expression statement which is not assignment or ca', 5), (""Unnecessary 'return' statement"", 2), ('Comma expression', 1), ('Import can be shortened', 1), ('Void function return value used', 1), ('Duplicated code fragment', 1)]"
mitchellkrogza_apache-ultimate-bad-bot-blocker,0,0,0,0,0,[]
mozilla_bedrock,31,2,73,1414,0,"[('Unsatisfied package requirements', 763), ('Unused local symbols', 198), ('PEP 8 naming convention violation', 174), ('Method is not declared static', 109), ('Shadowing names from outer scopes', 31), ('Redundant parentheses', 30), ('Accessing a protected member of a class or a modul', 29), ('Incorrect call arguments', 27), ('Shadowing built-in names', 26), ('An instance attribute is defined outside `__init__', 22), ('Single quoted docstring', 18), ('Incorrect type', 14), ('Unbound local variables', 8), ('Incorrect docstring', 7), ('Duplicated code fragment', 7), ('Inappropriate access to properties', 6), ('Unclear exception clauses', 5), ('cron.py                                           Unresolved references', 4), ('test_translation.py                               Unresolved references', 4), ('translation.py                                    Unresolved references', 4), ('Deprecated function, class, or module', 4), ('The default argument is mutable', 4), ('run-db-upload.py                                  Unresolved references', 3), ('test_helpers.py                                   Unresolved references', 3), ('Statement has no effect', 3), ('Unnecessary non-capturing group', 3), ('test_template.py                                  Unresolved references', 2), ('manage.py                                         Unresolved references', 2), ('Hardcoded passwords', 2), ('Method signature does not match signature of overr', 2), ('check_csp_report.py                               Unresolved references', 1), ('Invalid type hints definitions and usages', 1), ('__init__ method that returns a value', 1), ('Dictionary creation can be rewritten by dictionary', 1), ('Improper first parameter', 1), ('Redundant character escape', 1)]"
opensourceBIM_BIMserver,52,6,839,264,0,"[('Javadoc declaration problems', 6523), ('Redundant local variable', 918), ('Declaration has problems in Javadoc references', 868), ('Dangling Javadoc comment', 427), ('Redundant type cast', 213), ('Non-constant string concatenation as argument to l', 196), (""String concatenation as argument to 'StringBuilder"", 136), ('Unused assignment', 134), ('Link specified as plain text', 132), ('Statement with empty body', 122), ('Pointless arithmetic expression', 101), ('Constant values', 75), ('Nullability and data flow problems', 74), (""Field may be 'final'"", 55), ('Unnecessary modifier', 48), (""Call to 'printStackTrace()'"", 41), ('Catch block may ignore exception', 36), ('Duplicate throws', 36), ('Suspicious collection method call', 26), ('Commented out code', 26), ('Vulnerable declared dependency', 25), (""Redundant 'if' statement"", 20), ('Non-distinguishable logging calls', 17), ('Result of method call ignored', 16), ('Bulk operation can be used instead of iteration', 15), ('Unknown HTTP header', 13), ('Logger initialized with foreign class', 10), (""'if' statement with identical branches or common p"", 9), (""AutoCloseable used without 'try'-with-resources"", 8), ('Possibly lossy implicit cast in compound assignmen', 8), ('Unstable API Usage', 8), ('Wrapper type may be primitive', 8), (""Unnecessary call to 'toString()'"", 8), ('String concatenation in loop', 7), (""Suspicious byte value returned from 'InputStream.r"", 6), ('Duplicated code fragment', 6), ('Integer multiplication or shift implicitly cast to', 5), ('Mismatched query and update of collection', 5), ('Unchecked warning', 5), ('IfcModel.java                                                                      Java sanity', 4), ('Busy wait', 4), ('Caught exception is immediately rethrown', 4), ('Manual array copy', 4), ('Overwritten Map, Set, or array element', 4), ('Simplifiable conditional expression', 4), (""'size() == 0' can be replaced with 'isEmpty()'"", 4), ('Method is identical to its super method', 4), (""Call to 'System.getProperty(str)' could be simplif"", 3), (""Inner class may be 'static'"", 3), ('Integer division in floating-point context', 3), ('Concatenation with empty string', 3), (""Redundant 'File' instance creation"", 3), (""Unnecessary 'continue' statement"", 3), ('Method can be extracted', 3), ('GenerateGeometryLibrary.java                                                       Java sanity', 2), ('IfcSchemaToJson.java                                                               Java sanity', 2), ('ChangeHelper.java                                                                  Java sanity', 2), ('Database.java                                                                      Java sanity', 2), ('DatabaseSession.java                                                               Java sanity', 2), ('ObjectsToCommit.java                                                               Java sanity', 2), ('AddIndexChange.java                                                                Java sanity', 2), ('NewClassBulkChange.java                                                            Java sanity', 2), ('NewClassChange.java                                                                Java sanity', 2), ('Ifc2x3tc1ToIfc4Converter.java                                                      Java sanity', 2), ('Ifc4ToIfcIfc2x3tc1Converter.java                                                   Java sanity', 2), ('MetaDataManager.java                                                               Java sanity', 2), ('PackageMetaData.java                                                               Java sanity', 2), ('Schema.java                                                                        Java sanity', 2), ('IfcUtils.java                                                                      Java sanity', 2), ('Duplicate condition', 2), ('Manual array to collection copy', 2), (""Number comparison using '==', instead of 'equals()"", 2), ('Pointless boolean expression', 2), ('Unused import', 2), ('SetWrappedAttributeChange.java                                                     Java sanity', 1), ('GetRevisionSummaryDatabaseAction.java                                              Java sanity', 1), ('Ifc4Factory.java                                                                   Java sanity', 1), ('IfcAirTerminalBoxTypeImpl.java                                                     Java sanity', 1), ('IfcAngularVelocityMeasureImpl.java                                                 Java sanity', 1), ('IfcBoilerTypeImpl.java                                                             Java sanity', 1), ('IfcConnectedFaceSetImpl.java                                                       Java sanity', 1), ('IfcEnergyMeasureImpl.java                                                          Java sanity', 1), ('IfcGeometricRepresentationContextImpl.java                                         Java sanity', 1), ('IfcHumidifierTypeImpl.java                                                         Java sanity', 1), ('IfcProfilePropertiesImpl.java                                                      Java sanity', 1), ('IfcQuantityLengthImpl.java                                                         Java sanity', 1), ('IfcRelAssociatesImpl.java                                                          Java sanity', 1), ('IfcRelConnectsImpl.java                                                            Java sanity', 1), ('IfcStructuralLoadCaseImpl.java                                                     Java sanity', 1), ('IfcTextureVertexImpl.java                                                          Java sanity', 1), ('IfcUnitaryEquipmentImpl.java                                                       Java sanity', 1), ('ModelHelper.java                                                                   Java sanity', 1), ('Double-checked locking', 1), (""Early loop exit in 'if' condition"", 1), (""Empty 'finally' block"", 1), (""Empty 'synchronized' statement"", 1), ('Infinite loop statement', 1), (""Mismatched query and update of 'StringBuilder'"", 1), (""Non-atomic operation on 'volatile' field"", 1), (""Redundant 'Collection.addAll()' call"", 1), ('Simplifiable boolean expression', 1), (""String comparison using '==', instead of 'equals()"", 1), (""Synchronization on 'getClass()'"", 1), ('Taint analysis', 1), (""'String.equals()' can be replaced with 'String.isE"", 1), ('Field can be local', 1), ('Manual min/max calculation', 1), (""Non-final field in 'enum'"", 1), ('Unnecessary unicode escape sequence', 1), (""Duplicate branches in 'switch'"", 1)]"
phiamo_MopaBootstrapBundle,337,0,280,9,0,"[('Equality operator may cause type coercion', 94), ('Unused assignment', 42), ('Parameter type', 38), ('Duplicate declaration', 30), ('Fully qualified name usage', 27), ('Undefined property', 25), ('Undefined class', 23), ('Undefined namespace', 9), ('Redundant character escape', 9), ('JQuery selector can be optimized', 7), ('Implicitly declared global JavaScript variable', 6), ('Unused local symbol', 5), ('Void function return value used', 4), ('BootstrapSymlinkLessCommand.php                                      Language level', 2), ('BootstrapSymlinkSassCommand.php                                      Language level', 2), ('InstallFontCommand.php                                               Language level', 2), (""'in_array' can be replaced with comparison"", 2), ('Inappropriate @inheritDoc usage', 2), ('FormActionsType.php                                                  Language level', 1), ('Comma expression', 1), (""Suspicious '=+' assignment"", 1), ('Undefined method', 1), ('Deprecated symbol used', 1), ('Member reference chain is too long to analyze', 1), ('Strict comparison of operands with incompatible ty', 1), ('Missing return type declaration', 1)]"
philc_vimium,165,0,101,64,0,"[('Equality operator may cause type coercion', 61), (""Redundant 'await' expression"", 22), ('Result of method call returning a promise is ignor', 18), ('Missing await for an async function call', 14), ('Unused local symbol', 8), ('Deprecated symbol used', 7), ('Referencing mutable variable from closure', 6), ('Unused assignment', 6), ('Duplicate character in character class', 5), ('Duplicate declaration', 4), ('Primitive type object wrapper used', 3), (""Unnecessary 'return' statement"", 2), ('Expression statement which is not assignment or ca', 2), ('Assignment used as condition', 1), ('Comma expression', 1), (""Unnecessary 'continue' statement"", 1), ('Unnecessary semicolon', 1), ('Unused import', 1), ('Void function return value used', 1), ('Implicitly declared global JavaScript variable', 1)]"
presidentbeef_brakeman,12,0,1190,86,0,"[('Equality operator may cause type coercion', 730), ('Duplicate declaration', 134), ('Assignment used as condition', 118), ('Unused local symbol', 87), ('Deprecated symbol used', 62), ('Implicitly declared global JavaScript variable', 22), (""Potentially invalid reference to 'this' from closu"", 18), ('Unused assignment', 17), ('Comma expression', 15), ('Potentially invalid constructor usage', 14), ('Redundant character escape', 11), ('Unnecessary semicolon', 10), (""'with' statement"", 9), (""Fallthrough in 'switch' statement"", 7), ('Single character alternation', 7), ('Pointless statement or boolean expression', 6), ('Unnecessary non-capturing group', 4), ('Mismatched query and update of collection', 3), ('Referencing mutable variable from closure', 3), (""Unnecessary 'return' statement"", 3), (""'this' expression which references the global obje"", 2), (""Unreachable 'case' branch of a 'switch' statement"", 2), ('Expression statement which is not assignment or ca', 2), ('Bitwise operator usage', 1), ('Regular expression can be simplified', 1)]"
